,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,Title,BooleanGender,NumericalEmbarked,NumericalTitle,NumericalSurvived,TravelingWith
550,Yes,1,male,17.0,0,2,110.8833,C,3,Mr,0,2.0,4.0,1,Male TW/ Family
551,No,2,male,27.0,0,0,26.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
552,No,3,male,41.0,0,0,7.8292,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
553,Yes,3,male,22.0,0,0,7.225,C,1,Mr,0,2.0,4.0,1,Male TW/ Family
554,Yes,3,female,22.0,0,0,7.775,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
555,No,1,male,62.0,0,0,26.55,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
556,Yes,1,female,48.0,1,0,39.6,C,2,Royalty,1,2.0,5.0,1,Female TW/ Family
557,No,1,male,36.0,0,0,227.525,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
558,Yes,1,female,39.0,1,1,79.65,S,3,Mrs,1,1.0,3.0,1,Female TW/ Family
559,Yes,3,female,36.0,1,0,17.4,S,2,Mrs,1,1.0,3.0,1,Female TW/ Family
560,No,3,male,29.0,0,0,7.75,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
561,No,3,male,40.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
562,No,2,male,28.0,0,0,13.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
563,No,3,male,31.0,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
564,No,3,female,9.0,0,0,8.05,S,1,Miss,1,1.0,2.0,0,Child TW/ Nanny
565,No,3,male,24.0,2,0,24.15,S,3,Mr,0,1.0,4.0,0,Male TW/ Family
566,No,3,male,19.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
567,No,3,female,29.0,0,4,21.075,S,5,Mrs,1,1.0,3.0,0,Female TW/ Family
568,No,3,male,28.0,0,0,7.2292,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
569,Yes,3,male,32.0,0,0,7.8542,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
570,Yes,2,male,62.0,0,0,10.5,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
571,Yes,1,female,53.0,2,0,51.4792,S,3,Mrs,1,1.0,3.0,1,Female TW/ Family
572,Yes,1,male,36.0,0,0,26.3875,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
573,Yes,3,female,16.0,0,0,7.75,Q,1,Miss,1,3.0,2.0,1,Female TW/ Family
574,No,3,male,16.0,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
575,No,3,male,19.0,0,0,14.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
576,Yes,2,female,34.0,0,0,13.0,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
577,Yes,1,female,39.0,1,0,55.9,S,2,Mrs,1,1.0,3.0,1,Female TW/ Family
578,No,3,female,42.0,1,0,14.4583,C,2,Mrs,1,2.0,3.0,0,Female TW/ Family
579,Yes,3,male,32.0,0,0,7.925,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
580,Yes,2,female,25.0,1,1,30.0,S,3,Miss,1,1.0,2.0,1,Female TW/ Family
581,Yes,1,female,39.0,1,1,110.8833,C,3,Mrs,1,2.0,3.0,1,Female TW/ Family
582,No,2,male,54.0,0,0,26.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
583,No,1,male,36.0,0,0,40.125,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
584,No,3,male,27.0,0,0,8.7125,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
585,Yes,1,female,18.0,0,2,79.65,S,3,Miss,1,1.0,2.0,1,Female TW/ Family
586,No,2,male,47.0,0,0,15.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
587,Yes,1,male,60.0,1,1,79.2,C,3,Mr,0,2.0,4.0,1,Male TW/ Family
588,No,3,male,22.0,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
589,No,3,male,23.0,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
590,No,3,male,35.0,0,0,7.125,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
591,Yes,1,female,52.0,1,0,78.2667,C,2,Mrs,1,2.0,3.0,1,Female TW/ Family
592,No,3,male,47.0,0,0,7.25,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
593,No,3,female,15.0,0,2,7.75,Q,3,Miss,1,3.0,2.0,0,Child TW/ Sibling
594,No,2,male,37.0,1,0,26.0,S,2,Mr,0,1.0,4.0,0,Male TW/ Family
595,No,3,male,36.0,1,1,24.15,S,3,Mr,0,1.0,4.0,0,Male TW/ Family
596,Yes,2,female,28.0,0,0,33.0,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
597,No,3,male,49.0,0,0,0.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
598,No,3,male,43.0,0,0,7.225,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
599,Yes,1,male,49.0,1,0,56.9292,C,2,Royalty,0,2.0,5.0,1,Male TW/ Family
600,Yes,2,female,24.0,2,1,27.0,S,4,Mrs,1,1.0,3.0,1,Female TW/ Family
601,No,3,male,38.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
602,No,1,male,37.0,0,0,42.4,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
603,No,3,male,44.0,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
604,Yes,1,male,35.0,0,0,26.55,C,1,Mr,0,2.0,4.0,1,Male TW/ Family
605,No,3,male,36.0,1,0,15.55,S,2,Mr,0,1.0,4.0,0,Male TW/ Family
606,No,3,male,30.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
607,Yes,1,male,27.0,0,0,30.5,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
608,Yes,2,female,22.0,1,2,41.5792,C,4,Mrs,1,2.0,3.0,1,Female TW/ Family
609,Yes,1,female,40.0,0,0,153.4625,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
610,No,3,female,39.0,1,5,31.275,S,7,Mrs,1,1.0,3.0,0,Female TW/ Family
611,No,3,male,22.0,0,0,7.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
612,Yes,3,female,12.0,1,0,15.5,Q,2,Miss,1,3.0,2.0,1,Child TW/ Parent
613,No,3,male,35.0,0,0,7.75,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
614,No,3,male,35.0,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
615,Yes,2,female,24.0,1,2,65.0,S,4,Miss,1,1.0,2.0,1,Female TW/ Family
616,No,3,male,34.0,1,1,14.4,S,3,Mr,0,1.0,4.0,0,Male TW/ Family
617,No,3,female,26.0,1,0,16.1,S,2,Mrs,1,1.0,3.0,0,Female TW/ Family
618,Yes,2,female,4.0,2,1,39.0,S,4,Miss,1,1.0,2.0,1,Child TW/ Family
619,No,2,male,26.0,0,0,10.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
620,No,3,male,27.0,1,0,14.4542,C,2,Mr,0,2.0,4.0,0,Male TW/ Family
621,Yes,1,male,42.0,1,0,52.5542,S,2,Mr,0,1.0,4.0,1,Male TW/ Family
622,Yes,3,male,20.0,1,1,15.7417,C,3,Mr,0,2.0,4.0,1,Male TW/ Family
623,No,3,male,21.0,0,0,7.8542,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
624,No,3,male,21.0,0,0,16.1,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
625,No,1,male,61.0,0,0,32.3208,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
626,No,2,male,57.0,0,0,12.35,Q,1,Officer,0,3.0,6.0,0,Male TW/ Family
627,Yes,1,female,21.0,0,0,77.9583,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
628,No,3,male,26.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
629,No,3,male,28.0,0,0,7.7333,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
630,Yes,1,male,80.0,0,0,30.0,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
631,No,3,male,51.0,0,0,7.0542,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
632,Yes,1,male,32.0,0,0,30.5,C,1,Officer,0,2.0,6.0,1,Male TW/ Family
633,No,1,male,28.0,0,0,0.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
634,No,3,female,9.0,3,2,27.9,S,6,Miss,1,1.0,2.0,0,Child TW/ Family
635,Yes,2,female,28.0,0,0,13.0,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
636,No,3,male,32.0,0,0,7.925,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
637,No,2,male,31.0,1,1,26.25,S,3,Mr,0,1.0,4.0,0,Male TW/ Family
638,No,3,female,41.0,0,5,39.6875,S,6,Mrs,1,1.0,3.0,0,Female TW/ Family
639,No,3,male,30.0,1,0,16.1,S,2,Mr,0,1.0,4.0,0,Male TW/ Family
640,No,3,male,20.0,0,0,7.8542,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
641,Yes,1,female,24.0,0,0,69.3,C,1,Miss,1,2.0,2.0,1,Female TW/ Family
642,No,3,female,2.0,3,2,27.9,S,6,Miss,1,1.0,2.0,0,Child TW/ Family
643,Yes,3,male,40.0,0,0,56.4958,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
644,Yes,3,female,0.75,2,1,19.2583,C,4,Miss,1,2.0,2.0,1,Child TW/ Family
645,Yes,1,male,48.0,1,0,76.7292,C,2,Mr,0,2.0,4.0,1,Male TW/ Family
646,No,3,male,19.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
647,Yes,1,male,56.0,0,0,35.5,C,1,Officer,0,2.0,6.0,1,Male TW/ Family
648,No,3,male,43.0,0,0,7.55,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
649,Yes,3,female,23.0,0,0,7.55,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
650,No,3,male,34.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
651,Yes,2,female,18.0,0,1,23.0,S,2,Miss,1,1.0,2.0,1,Female TW/ Family
652,No,3,male,21.0,0,0,8.4333,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
653,Yes,3,female,9.0,0,0,7.8292,Q,1,Miss,1,3.0,2.0,1,Child TW/ Nanny
654,No,3,female,18.0,0,0,6.75,Q,1,Miss,1,3.0,2.0,0,Female TW/ Family
655,No,2,male,24.0,2,0,73.5,S,3,Mr,0,1.0,4.0,0,Male TW/ Family
656,No,3,male,28.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
657,No,3,female,32.0,1,1,15.5,Q,3,Mrs,1,3.0,3.0,0,Female TW/ Family
658,No,2,male,23.0,0,0,13.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
659,No,1,male,58.0,0,2,113.275,C,3,Mr,0,2.0,4.0,0,Male TW/ Family
660,Yes,1,male,50.0,2,0,133.65,S,3,Officer,0,1.0,6.0,1,Male TW/ Family
661,No,3,male,40.0,0,0,7.225,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
662,No,1,male,47.0,0,0,25.5875,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
663,No,3,male,36.0,0,0,7.4958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
664,Yes,3,male,20.0,1,0,7.925,S,2,Mr,0,1.0,4.0,1,Male TW/ Family
665,No,2,male,32.0,2,0,73.5,S,3,Mr,0,1.0,4.0,0,Male TW/ Family
666,No,2,male,25.0,0,0,13.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
667,No,3,male,34.0,0,0,7.775,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
668,No,3,male,43.0,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
669,Yes,1,female,41.0,1,0,52.0,S,2,Mrs,1,1.0,3.0,1,Female TW/ Family
670,Yes,2,female,40.0,1,1,39.0,S,3,Mrs,1,1.0,3.0,1,Female TW/ Family
671,No,1,male,31.0,1,0,52.0,S,2,Mr,0,1.0,4.0,0,Male TW/ Family
672,No,2,male,70.0,0,0,10.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
673,Yes,2,male,31.0,0,0,13.0,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
674,No,2,male,32.0,0,0,0.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
675,No,3,male,18.0,0,0,7.775,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
676,No,3,male,24.5,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
677,Yes,3,female,18.0,0,0,9.8417,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
678,No,3,female,43.0,1,6,46.9,S,8,Mrs,1,1.0,3.0,0,Female TW/ Family
679,Yes,1,male,36.0,0,1,512.3292,C,2,Mr,0,2.0,4.0,1,Male TW/ Family
680,No,3,female,26.0,0,0,8.1375,Q,1,Miss,1,3.0,2.0,0,Female TW/ Family
681,Yes,1,male,27.0,0,0,76.7292,C,1,Mr,0,2.0,4.0,1,Male TW/ Family
682,No,3,male,20.0,0,0,9.225,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
683,No,3,male,14.0,5,2,46.9,S,8,Mr,0,1.0,4.0,0,Child TW/ Family
684,No,2,male,60.0,1,1,39.0,S,3,Mr,0,1.0,4.0,0,Male TW/ Family
685,No,2,male,25.0,1,2,41.5792,C,4,Mr,0,2.0,4.0,0,Male TW/ Family
686,No,3,male,14.0,4,1,39.6875,S,6,Mr,0,1.0,4.0,0,Child TW/ Family
687,No,3,male,19.0,0,0,10.1708,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
688,No,3,male,18.0,0,0,7.7958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
689,Yes,1,female,15.0,0,1,211.3375,S,2,Miss,1,1.0,2.0,1,Child TW/ Sibling
690,Yes,1,male,31.0,1,0,57.0,S,2,Mr,0,1.0,4.0,1,Male TW/ Family
691,Yes,3,female,4.0,0,1,13.4167,C,2,Miss,1,2.0,2.0,1,Child TW/ Sibling
692,Yes,3,male,38.0,0,0,56.4958,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
693,No,3,male,25.0,0,0,7.225,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
694,No,1,male,60.0,0,0,26.55,S,1,Officer,0,1.0,6.0,0,Male TW/ Family
695,No,2,male,52.0,0,0,13.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
696,No,3,male,44.0,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
697,Yes,3,female,24.0,0,0,7.7333,Q,1,Miss,1,3.0,2.0,1,Female TW/ Family
698,No,1,male,49.0,1,1,110.8833,C,3,Mr,0,2.0,4.0,0,Male TW/ Family
699,No,3,male,42.0,0,0,7.65,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
700,Yes,1,female,18.0,1,0,227.525,C,2,Mrs,1,2.0,3.0,1,Female TW/ Family
701,Yes,1,male,35.0,0,0,26.2875,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
702,No,3,female,18.0,0,1,14.4542,C,2,Miss,1,2.0,2.0,0,Female TW/ Family
703,No,3,male,25.0,0,0,7.7417,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
704,No,3,male,26.0,1,0,7.8542,S,2,Mr,0,1.0,4.0,0,Male TW/ Family
705,No,2,male,39.0,0,0,26.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
706,Yes,2,female,45.0,0,0,13.5,S,1,Mrs,1,1.0,3.0,1,Female TW/ Family
707,Yes,1,male,42.0,0,0,26.2875,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
708,Yes,1,female,22.0,0,0,151.55,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
709,Yes,3,male,7.0,1,1,15.2458,C,3,Master,0,2.0,1.0,1,Child TW/ Family
710,Yes,1,female,24.0,0,0,49.5042,C,1,Miss,1,2.0,2.0,1,Female TW/ Family
711,No,1,male,39.0,0,0,26.55,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
712,Yes,1,male,48.0,1,0,52.0,S,2,Mr,0,1.0,4.0,1,Male TW/ Family
713,No,3,male,29.0,0,0,9.4833,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
714,No,2,male,52.0,0,0,13.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
715,No,3,male,19.0,0,0,7.65,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
716,Yes,1,female,38.0,0,0,227.525,C,1,Miss,1,2.0,2.0,1,Female TW/ Family
717,Yes,2,female,27.0,0,0,10.5,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
718,No,3,male,40.0,0,0,15.5,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
719,No,3,male,33.0,0,0,7.775,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
720,Yes,2,female,6.0,0,1,33.0,S,2,Miss,1,1.0,2.0,1,Child TW/ Sibling
721,No,3,male,17.0,1,0,7.0542,S,2,Mr,0,1.0,4.0,0,Male TW/ Family
722,No,2,male,34.0,0,0,13.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
723,No,2,male,50.0,0,0,13.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
724,Yes,1,male,27.0,1,0,53.1,S,2,Mr,0,1.0,4.0,1,Male TW/ Family
725,No,3,male,20.0,0,0,8.6625,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
726,Yes,2,female,30.0,3,0,21.0,S,4,Mrs,1,1.0,3.0,1,Female TW/ Family
727,Yes,3,female,31.0,0,0,7.7375,Q,1,Miss,1,3.0,2.0,1,Female TW/ Family
728,No,2,male,25.0,1,0,26.0,S,2,Mr,0,1.0,4.0,0,Male TW/ Family
729,No,3,female,25.0,1,0,7.925,S,2,Miss,1,1.0,2.0,0,Female TW/ Family
730,Yes,1,female,29.0,0,0,211.3375,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
731,No,3,male,11.0,0,0,18.7875,C,1,Mr,0,2.0,4.0,0,Child TW/ Nanny
732,No,2,male,41.0,0,0,0.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
733,No,2,male,23.0,0,0,13.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
734,No,2,male,23.0,0,0,13.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
735,No,3,male,28.5,0,0,16.1,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
736,No,3,female,48.0,1,3,34.375,S,5,Mrs,1,1.0,3.0,0,Female TW/ Family
737,Yes,1,male,35.0,0,0,512.3292,C,1,Mr,0,2.0,4.0,1,Male TW/ Family
738,No,3,male,26.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
739,No,3,male,20.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
740,Yes,1,male,20.0,0,0,30.0,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
741,No,1,male,36.0,1,0,78.85,S,2,Mr,0,1.0,4.0,0,Male TW/ Family
742,Yes,1,female,21.0,2,2,262.375,C,5,Miss,1,2.0,2.0,1,Female TW/ Family
743,No,3,male,24.0,1,0,16.1,S,2,Mr,0,1.0,4.0,0,Male TW/ Family
744,Yes,3,male,31.0,0,0,7.925,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
745,No,1,male,70.0,1,1,71.0,S,3,Officer,0,1.0,6.0,0,Male TW/ Family
746,No,3,male,16.0,1,1,20.25,S,3,Mr,0,1.0,4.0,0,Male TW/ Family
747,Yes,2,female,30.0,0,0,13.0,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
748,No,1,male,19.0,1,0,53.1,S,2,Mr,0,1.0,4.0,0,Male TW/ Family
749,No,3,male,31.0,0,0,7.75,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
750,Yes,2,female,4.0,1,1,23.0,S,3,Miss,1,1.0,2.0,1,Child TW/ Family
751,Yes,3,male,6.0,0,1,12.475,S,2,Master,0,1.0,1.0,1,Child TW/ Sibling
752,No,3,male,33.0,0,0,9.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
753,No,3,male,23.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
754,Yes,2,female,48.0,1,2,65.0,S,4,Mrs,1,1.0,3.0,1,Female TW/ Family
755,Yes,2,male,0.67,1,1,14.5,S,3,Master,0,1.0,1.0,1,Child TW/ Family
756,No,3,male,28.0,0,0,7.7958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
757,No,2,male,18.0,0,0,11.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
758,No,3,male,34.0,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
759,Yes,1,female,33.0,0,0,86.5,S,1,,1,1.0,,1,Female TW/ Family
760,No,3,male,20.0,0,0,14.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
761,No,3,male,41.0,0,0,7.125,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
762,Yes,3,male,20.0,0,0,7.2292,C,1,Mr,0,2.0,4.0,1,Male TW/ Family
763,Yes,1,female,36.0,1,2,120.0,S,4,Mrs,1,1.0,3.0,1,Female TW/ Family
764,No,3,male,16.0,0,0,7.775,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
765,Yes,1,female,51.0,1,0,77.9583,S,2,Mrs,1,1.0,3.0,1,Female TW/ Family
766,No,1,male,43.0,0,0,39.6,C,1,Officer,0,2.0,6.0,0,Male TW/ Family
767,No,3,female,30.5,0,0,7.75,Q,1,Miss,1,3.0,2.0,0,Female TW/ Family
768,No,3,male,35.0,1,0,24.15,Q,2,Mr,0,3.0,4.0,0,Male TW/ Family
769,No,3,male,32.0,0,0,8.3625,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
770,No,3,male,24.0,0,0,9.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
771,No,3,male,48.0,0,0,7.8542,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
772,No,2,female,57.0,0,0,10.5,S,1,Mrs,1,1.0,3.0,0,Female TW/ Family
773,No,3,male,30.0,0,0,7.225,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
774,Yes,2,female,54.0,1,3,23.0,S,5,Mrs,1,1.0,3.0,1,Female TW/ Family
775,No,3,male,18.0,0,0,7.75,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
776,No,3,male,20.0,0,0,7.75,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
777,Yes,3,female,5.0,0,0,12.475,S,1,Miss,1,1.0,2.0,1,Child TW/ Nanny
778,No,3,male,29.0,0,0,7.7375,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
779,Yes,1,female,43.0,0,1,211.3375,S,2,Mrs,1,1.0,3.0,1,Female TW/ Family
780,Yes,3,female,13.0,0,0,7.2292,C,1,Miss,1,2.0,2.0,1,Child TW/ Nanny
781,Yes,1,female,17.0,1,0,57.0,S,2,Mrs,1,1.0,3.0,1,Female TW/ Family
782,No,1,male,29.0,0,0,30.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
783,No,3,male,28.0,1,2,23.45,S,4,Mr,0,1.0,4.0,0,Male TW/ Family
784,No,3,male,25.0,0,0,7.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
785,No,3,male,25.0,0,0,7.25,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
786,Yes,3,female,18.0,0,0,7.4958,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
787,No,3,male,8.0,4,1,29.125,Q,6,Master,0,3.0,1.0,0,Child TW/ Family
788,Yes,3,male,1.0,1,2,20.575,S,4,Master,0,1.0,1.0,1,Child TW/ Family
789,No,1,male,46.0,0,0,79.2,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
790,No,3,male,35.0,0,0,7.75,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
791,No,2,male,16.0,0,0,26.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
792,No,3,female,21.0,8,2,69.55,S,11,Miss,1,1.0,2.0,0,Female TW/ Family
793,No,1,male,39.0,0,0,30.6958,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
794,No,3,male,25.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
795,No,2,male,39.0,0,0,13.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
796,Yes,1,female,49.0,0,0,25.9292,S,1,Officer,1,1.0,6.0,1,Female TW/ Family
797,Yes,3,female,31.0,0,0,8.6833,S,1,Mrs,1,1.0,3.0,1,Female TW/ Family
798,No,3,male,30.0,0,0,7.2292,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
799,No,3,female,30.0,1,1,24.15,S,3,Mrs,1,1.0,3.0,0,Female TW/ Family
800,No,2,male,34.0,0,0,13.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
801,Yes,2,female,31.0,1,1,26.25,S,3,Mrs,1,1.0,3.0,1,Female TW/ Family
802,Yes,1,male,11.0,1,2,120.0,S,4,Master,0,1.0,1.0,1,Child TW/ Family
803,Yes,3,male,0.42,0,1,8.5167,C,2,Master,0,2.0,1.0,1,Child TW/ Sibling
804,Yes,3,male,27.0,0,0,6.975,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
805,No,3,male,31.0,0,0,7.775,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
806,No,1,male,39.0,0,0,0.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
807,No,3,female,18.0,0,0,7.775,S,1,Miss,1,1.0,2.0,0,Female TW/ Family
808,No,2,male,39.0,0,0,13.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
809,Yes,1,female,33.0,1,0,53.1,S,2,Mrs,1,1.0,3.0,1,Female TW/ Family
810,No,3,male,26.0,0,0,7.8875,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
811,No,3,male,39.0,0,0,24.15,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
812,No,2,male,35.0,0,0,10.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
813,No,3,female,6.0,4,2,31.275,S,7,Miss,1,1.0,2.0,0,Child TW/ Family
814,No,3,male,30.5,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
815,No,1,male,29.0,0,0,0.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
816,No,3,female,23.0,0,0,7.925,S,1,Miss,1,1.0,2.0,0,Female TW/ Family
817,No,2,male,31.0,1,1,37.0042,C,3,Mr,0,2.0,4.0,0,Male TW/ Family
818,No,3,male,43.0,0,0,6.45,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
819,No,3,male,10.0,3,2,27.9,S,6,Master,0,1.0,1.0,0,Child TW/ Family
820,Yes,1,female,52.0,1,1,93.5,S,3,Mrs,1,1.0,3.0,1,Female TW/ Family
821,Yes,3,male,27.0,0,0,8.6625,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
822,No,1,male,38.0,0,0,0.0,S,1,Royalty,0,1.0,5.0,0,Male TW/ Family
823,Yes,3,female,27.0,0,1,12.475,S,2,Mrs,1,1.0,3.0,1,Female TW/ Family
824,No,3,male,2.0,4,1,39.6875,S,6,Master,0,1.0,1.0,0,Child TW/ Family
825,No,3,male,32.0,0,0,6.95,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
